region,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市
income,437688,543970,470825,394391,359723,401346,338538,575520,405523,333727,267437,244603,220001,299327,301329,296176,291698,406378,601874,393318
